XxY,slice_ID,raw_x,raw_y,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,pct_counts_mt,batch,clusters,clusters_0.7,new_x,new_y,new_z,dotShape,clusters_0.6,clusters_0.5,clusters_0.4,clusters_0.3
36360x114220-11,E16-18_S12_a,36360,114220,404,404,6.003887067106539,1163.0,7.0596175,43.59415305245056,61.392949269131556,81.42734307824591,100.0,0.0,0.0,11,8,6,29.50239667652924,161.2371314102595,110000.0,circle,5,6,0,2
36360x114240-11,E16-18_S12_a,36360,114240,374,374,5.926926025970411,1085.0,6.9902563,43.225806451612904,61.75115207373272,82.58064516129032,100.0,0.0,0.0,11,0,0,34.16577057425432,180.68585743254732,110000.0,circle,1,3,0,0
36360x114260-11,E16-18_S12_a,36360,114260,387,387,5.961005339623274,1039.0,6.946976,41.38594802694899,60.44273339749759,82.00192492781521,100.0,0.0,0.0,11,0,0,38.8291444719794,200.13458345483517,110000.0,circle,1,3,0,0
36380x113860-11,E16-18_S12_a,36380,113860,397,397,5.986452005284438,1232.0,7.1172056,43.66883116883117,62.824675324675326,83.11688311688312,100.0,0.0,0.0,11,8,6,-34.98960746023431,-193.50331088864664,110000.0,circle,5,6,0,2
36380x113880-11,E16-18_S12_a,36380,113880,412,412,6.023447592961033,1249.0,7.130899,40.27221777421938,61.088871096877504,81.82546036829463,100.0,0.0,0.0,11,8,6,-30.32623356250923,-174.0545848663588,110000.0,circle,5,6,0,2
36380x113900-11,E16-18_S12_a,36380,113900,382,382,5.948034989180646,1274.0,7.1507015,44.27001569858713,65.2276295133438,84.37990580847725,100.0,0.0,0.0,11,20,6,-25.662859664784154,-154.60585884407098,110000.0,circle,5,6,11,2
36380x113920-11,E16-18_S12_a,36380,113920,386,386,5.958424693029782,1364.0,7.2189097,46.62756598240469,66.71554252199414,85.41055718475073,100.0,0.0,0.0,11,20,6,-20.999485767059078,-135.15713282178314,110000.0,circle,5,6,11,2
36380x113940-11,E16-18_S12_a,36380,113940,325,325,5.786897381366708,1045.0,6.9527287,49.09090909090909,69.0909090909091,88.03827751196172,100.0,0.0,0.0,11,20,6,-16.336111869334,-115.7084067994953,110000.0,circle,5,6,11,2
36380x113960-11,E16-18_S12_a,36380,113960,321,321,5.7745515455444085,989.0,6.897705,53.083923154701715,70.67745197168858,87.76541961577351,100.0,0.0,0.0,11,20,6,-11.672737971608923,-96.25968077720745,110000.0,circle,5,6,11,2
36380x113980-11,E16-18_S12_a,36380,113980,284,284,5.652489180268651,651.0,6.4800444,45.622119815668206,65.43778801843318,87.09677419354838,100.0,0.0,0.0,11,6,4,-7.009364073883845,-76.81095475491962,110000.0,circle,0,1,1,1
36380x114000-11,E16-18_S12_a,36380,114000,241,241,5.488937726156687,535.0,6.2841344,45.23364485981308,68.22429906542055,92.33644859813084,100.0,0.0,0.0,11,6,4,-2.3459901761587685,-57.362228732631785,110000.0,circle,0,1,1,1
36380x114020-11,E16-18_S12_a,36380,114020,269,269,5.598421958998375,537.0,6.2878585,42.08566108007449,62.19739292364991,87.15083798882681,100.0,0.0,0.0,11,6,4,2.3173837215663085,-37.91350271034395,110000.0,circle,0,1,1,1
36380x114040-11,E16-18_S12_a,36380,114040,301,301,5.71042701737487,765.0,6.641182,45.22875816993464,65.359477124183,86.79738562091504,100.0,0.0,0.0,11,6,4,6.980757619291386,-18.46477668805611,110000.0,circle,0,1,1,1
36380x114060-11,E16-18_S12_a,36380,114060,356,356,5.877735781779639,943.0,6.8501263,42.3117709437964,61.29374337221633,83.45705196182396,100.0,0.0,0.0,11,6,4,11.644131517016463,0.9839493342317274,110000.0,circle,0,1,1,1
36380x114080-11,E16-18_S12_a,36380,114080,377,377,5.934894195619588,1021.0,6.929517,44.27032321253673,61.80215475024485,82.66405484818804,100.0,0.0,0.0,11,6,4,16.30750541474154,20.432675356519564,110000.0,circle,0,1,1,1
36380x114100-11,E16-18_S12_a,36380,114100,419,419,6.040254711277414,1114.0,7.0166097,44.0754039497307,60.86175942549371,80.16157989228007,100.0,0.0,0.0,11,6,4,20.970879312466618,39.8814013788074,110000.0,circle,0,1,1,1
36380x114120-11,E16-18_S12_a,36380,114120,379,379,5.940171252720432,1022.0,6.930495,42.95499021526419,60.95890410958904,82.4853228962818,100.0,0.0,0.0,11,6,4,25.634253210191694,59.33012740109524,110000.0,circle,0,1,1,1
36380x114140-11,E16-18_S12_a,36380,114140,391,391,5.971261839790462,1051.0,6.9584484,44.719314938154135,63.558515699333974,81.82683158896289,100.0,0.0,0.0,11,6,4,30.29762710791677,78.77885342338307,110000.0,circle,0,1,1,1
36380x114160-11,E16-18_S12_a,36380,114160,465,465,6.144185634125646,1395.0,7.2413664,40.28673835125448,57.491039426523294,76.84587813620072,100.0,0.0,0.0,11,6,4,34.96100100564185,98.22757944567091,110000.0,circle,0,1,1,1
36380x114180-11,E16-18_S12_a,36380,114180,443,443,6.095824562432225,1366.0,7.2203736,43.997071742313324,61.27379209370425,79.79502196193266,100.0,0.0,0.0,11,11,5,39.62437490336693,117.67630546795874,110000.0,circle,0,1,1,1
36380x114200-11,E16-18_S12_a,36380,114200,455,455,6.1224928095143865,1281.0,7.1561766,40.5152224824356,59.17252146760343,78.14207650273224,100.0,0.0,0.0,11,11,5,44.287748801092,137.12503149024658,110000.0,circle,0,1,1,1
36380x114220-11,E16-18_S12_a,36380,114220,423,423,6.049733455231958,1297.0,7.16858,43.17656129529684,61.989205859676176,81.18735543562067,100.0,0.0,0.0,11,0,0,48.95112269881708,156.57375751253443,110000.0,circle,1,3,0,0
36380x114240-11,E16-18_S12_a,36380,114240,426,426,6.056784013228625,1232.0,7.1172056,41.314935064935064,60.064935064935064,79.87012987012987,100.0,0.0,0.0,11,0,0,53.61449659654216,176.02248353482227,110000.0,circle,1,3,0,0
36380x114260-11,E16-18_S12_a,36380,114260,467,467,6.148468295917647,1402.0,7.246368,39.51497860199715,57.2753209700428,76.67617689015692,100.0,0.0,0.0,11,8,6,58.27787049426723,195.4712095571101,110000.0,circle,5,6,0,2
36400x113860-11,E16-18_S12_a,36400,113860,391,391,5.971261839790462,1155.0,7.052721,44.15584415584416,61.99134199134198,82.5108225108225,100.0,0.0,0.0,11,8,6,-15.54088143794647,-198.16668478637172,110000.0,circle,5,6,0,2
36400x113880-11,E16-18_S12_a,36400,113880,394,394,5.978885764901122,1325.0,7.1899223,44.37735849056604,64.52830188679245,84.30188679245283,100.0,0.0,0.0,11,8,6,-10.877507540221394,-178.71795876408387,110000.0,circle,5,6,0,2
36400x113900-11,E16-18_S12_a,36400,113900,360,360,5.8888779583328805,1235.0,7.1196356,43.48178137651822,65.10121457489878,86.07287449392712,100.0,0.0,0.0,11,8,6,-6.214133642496316,-159.26923274179603,110000.0,circle,5,6,0,2
36400x113920-11,E16-18_S12_a,36400,113920,339,339,5.8289456176102075,1216.0,7.104144,48.68421052631579,68.83223684210526,88.56907894736842,100.0,0.0,0.0,11,20,6,-1.5507597447712391,-139.82050671950822,110000.0,circle,5,6,11,2
36400x113940-11,E16-18_S12_a,36400,113940,319,319,5.768320995793772,1057.0,6.9641356,50.42573320719016,69.25260170293282,88.74172185430463,100.0,0.0,0.0,11,20,6,3.112614152953838,-120.37178069722037,110000.0,circle,5,6,11,2
36400x113960-11,E16-18_S12_a,36400,113960,325,325,5.786897381366708,886.0,6.787845,47.51693002257336,66.02708803611738,85.89164785553048,100.0,0.0,0.0,11,20,6,7.775988050678915,-100.92305467493253,110000.0,circle,5,6,11,2
36400x113980-11,E16-18_S12_a,36400,113980,304,304,5.720311776607412,704.0,6.558198,43.75,62.64204545454546,85.22727272727273,100.0,0.0,0.0,11,6,4,12.439361948403992,-81.4743286526447,110000.0,circle,0,1,1,1
36400x114000-11,E16-18_S12_a,36400,114000,274,274,5.616771097666572,642.0,6.4661446,46.88473520249221,66.82242990654206,88.47352024922118,100.0,0.0,0.0,11,6,4,17.102735846129068,-62.02560263035686,110000.0,circle,0,1,1,1
36400x114020-11,E16-18_S12_a,36400,114020,305,305,5.723585101952381,714.0,6.572283,41.87675070028011,61.20448179271709,85.29411764705883,100.0,0.0,0.0,11,6,4,21.766109743854148,-42.57687660806902,110000.0,circle,0,1,1,1
36400x114040-11,E16-18_S12_a,36400,114040,299,299,5.703782474656201,734.0,6.5998707,45.23160762942779,64.44141689373298,86.51226158038146,100.0,0.0,0.0,11,6,4,26.429483641579225,-23.128150585781185,110000.0,circle,0,1,1,1
36400x114060-11,E16-18_S12_a,36400,114060,326,326,5.7899601708972535,820.0,6.710523,44.75609756097561,64.51219512195122,84.6341463414634,100.0,0.0,0.0,11,6,4,31.0928575393043,-3.67942456349335,110000.0,circle,0,1,1,1
36400x114080-11,E16-18_S12_a,36400,114080,362,362,5.8944028342648505,1016.0,6.9246125,44.09448818897638,62.5,84.05511811023622,100.0,0.0,0.0,11,6,4,35.75623143702938,15.769301458794487,110000.0,circle,0,1,1,1
36400x114100-11,E16-18_S12_a,36400,114100,450,450,6.111467339502679,1236.0,7.1204443,40.614886731391586,57.84789644012945,77.42718446601941,100.0,0.0,0.0,11,11,5,40.41960533475446,35.21802748108232,110000.0,circle,0,1,1,1
36400x114120-11,E16-18_S12_a,36400,114120,379,379,5.940171252720432,1011.0,6.919684,44.510385756676556,62.41345202769535,82.29475766567754,100.0,0.0,0.0,11,6,4,45.08297923247953,54.66675350337016,110000.0,circle,0,1,1,1
36400x114140-11,E16-18_S12_a,36400,114140,452,452,6.115892125483034,1350.0,7.2086005,42.0,60.29629629629629,78.37037037037037,100.0,0.0,0.0,11,11,5,49.74635313020461,74.115479525658,110000.0,circle,0,1,1,1
36400x114160-11,E16-18_S12_a,36400,114160,418,418,6.037870919922137,1284.0,7.158514,46.65109034267913,63.62928348909658,82.16510903426791,100.0,0.0,0.0,11,6,4,54.409727027929684,93.56420554794583,110000.0,circle,0,1,1,1
36400x114180-11,E16-18_S12_a,36400,114180,457,457,6.126869184114185,1382.0,7.2320104,43.63241678726483,61.143270622286536,79.37771345875542,100.0,0.0,0.0,11,6,4,59.073100925654764,113.01293157023368,110000.0,circle,0,1,1,1
36400x114200-11,E16-18_S12_a,36400,114200,451,451,6.113682179832232,1267.0,7.145196,39.30544593528019,58.879242304656664,77.82162588792423,100.0,0.0,0.0,11,6,4,63.736474823379844,132.4616575925215,110000.0,circle,0,1,1,1
36400x114220-11,E16-18_S12_a,36400,114220,408,408,6.013715156042802,1278.0,7.153834,45.46165884194053,64.24100156494522,82.5508607198748,100.0,0.0,0.0,11,0,0,68.39984872110492,151.91038361480935,110000.0,circle,1,3,0,0
36400x114240-11,E16-18_S12_a,36400,114240,400,400,5.993961427306569,1288.0,7.161622,45.49689440993789,63.89751552795031,83.15217391304348,100.0,0.0,0.0,11,0,0,73.06322261883,171.3591096370972,110000.0,circle,1,3,0,0
36400x114260-11,E16-18_S12_a,36400,114260,442,442,6.093569770045136,1330.0,7.193686,43.007518796992485,61.35338345864662,79.47368421052632,100.0,0.0,0.0,11,0,0,77.72659651655508,190.807835659385,110000.0,circle,1,3,0,0
36420x113860-11,E16-18_S12_a,36420,113860,389,389,5.966146739123692,1141.0,7.0405364,42.331288343558285,61.70026292725679,82.29623137598597,100.0,0.0,0.0,11,8,6,3.9078445843413654,-202.8300586840968,110000.0,circle,5,6,0,2
36420x113880-11,E16-18_S12_a,36420,113880,382,382,5.948034989180646,1187.0,7.0800266,43.8921651221567,63.01600673967987,83.65627632687446,100.0,0.0,0.0,11,8,6,8.571218482066442,-183.38133266180895,110000.0,circle,5,6,0,2
36420x113900-11,E16-18_S12_a,36420,113900,315,315,5.755742213586912,1000.0,6.908755,50.7,69.5,88.5,100.0,0.0,0.0,11,8,6,13.23459237979152,-163.9326066395211,110000.0,circle,5,6,0,2
36420x113920-11,E16-18_S12_a,36420,113920,358,358,5.883322388488279,1188.0,7.080868,48.65319865319865,66.83501683501683,85.85858585858585,100.0,0.0,0.0,11,20,6,17.8979662775166,-144.4838806172333,110000.0,circle,5,6,11,2
36420x113940-11,E16-18_S12_a,36420,113940,371,371,5.918893854273146,1241.0,7.1244783,51.73247381144238,68.41257050765512,86.22078968573732,100.0,0.0,0.0,11,20,6,22.561340175241675,-125.03515459494545,110000.0,circle,5,6,11,2
36420x113960-11,E16-18_S12_a,36420,113960,300,300,5.707110264748875,862.0,6.7604146,49.88399071925754,69.83758700696056,88.39907192575406,100.0,0.0,0.0,11,20,6,27.22471407296675,-105.58642857265761,110000.0,circle,5,6,11,2
36420x113980-11,E16-18_S12_a,36420,113980,298,298,5.700443573390686,721.0,6.582025,42.0249653259362,63.938973647711514,86.40776699029125,100.0,0.0,0.0,11,6,4,31.888087970691828,-86.13770255036978,110000.0,circle,0,1,1,1
36420x114000-11,E16-18_S12_a,36420,114000,243,243,5.497168225293202,532.0,6.2785215,46.616541353383454,68.796992481203,91.9172932330827,100.0,0.0,0.0,11,6,4,36.55146186841691,-66.68897652808194,110000.0,circle,0,1,1,1
36420x114020-11,E16-18_S12_a,36420,114020,347,347,5.8522024797744745,884.0,6.785588,42.76018099547511,62.10407239819005,83.3710407239819,100.0,0.0,0.0,11,6,4,41.21483576614198,-47.2402505057941,110000.0,circle,0,1,1,1
36420x114040-11,E16-18_S12_a,36420,114040,381,381,5.945420608606575,922.0,6.827629,38.72017353579176,58.78524945770065,80.36876355748373,100.0,0.0,0.0,11,6,4,45.87820966386706,-27.791524483506265,110000.0,circle,0,1,1,1
36420x114060-11,E16-18_S12_a,36420,114060,316,316,5.75890177387728,898.0,6.801283,48.218262806236076,68.0400890868597,87.08240534521158,100.0,0.0,0.0,11,6,4,50.541583561592134,-8.342798461218427,110000.0,circle,0,1,1,1
36420x114080-11,E16-18_S12_a,36420,114080,398,398,5.988961416889864,1088.0,6.9930153,45.220588235294116,62.86764705882353,81.80147058823529,100.0,0.0,0.0,11,6,4,55.204957459317214,11.105927561069409,110000.0,circle,0,1,1,1
36420x114100-11,E16-18_S12_a,36420,114100,440,440,6.089044875446846,1421.0,7.2598195,43.06826178747361,61.50598170302604,80.22519352568614,100.0,0.0,0.0,11,6,4,59.868331357042294,30.554653583357247,110000.0,circle,0,1,1,1
36420x114120-11,E16-18_S12_a,36420,114120,454,454,6.12029741895095,1277.0,7.153052,41.503523884103366,58.496476115896634,77.44714173844949,100.0,0.0,0.0,11,6,4,64.53170525476737,50.00337960564508,110000.0,circle,0,1,1,1
36420x114140-11,E16-18_S12_a,36420,114140,421,421,6.045005314036012,1231.0,7.116394,43.135662063363114,60.519902518277824,79.52883834281073,100.0,0.0,0.0,11,6,4,69.19507915249244,69.45210562793292,110000.0,circle,0,1,1,1
36420x114160-11,E16-18_S12_a,36420,114160,431,431,6.068425588244111,1241.0,7.1244783,44.64141821112007,62.1273166800967,80.41901692183723,100.0,0.0,0.0,11,6,4,73.85845305021752,88.90083165022075,110000.0,circle,0,1,1,1
36420x114180-11,E16-18_S12_a,36420,114180,447,447,6.104793232414985,1416.0,7.256297,42.16101694915254,59.95762711864406,79.16666666666666,100.0,0.0,0.0,11,6,4,78.5218269479426,108.3495576725086,110000.0,circle,0,1,1,1
36420x114200-11,E16-18_S12_a,36420,114200,440,440,6.089044875446846,1328.0,7.192182,40.58734939759036,59.11144578313253,78.91566265060241,100.0,0.0,0.0,11,11,5,83.18520084566768,127.79828369479642,110000.0,circle,0,1,1,1
36420x114220-11,E16-18_S12_a,36420,114220,429,429,6.063785208687608,1334.0,7.1966867,43.403298350824585,62.668665667166415,81.48425787106447,100.0,0.0,0.0,11,0,0,87.84857474339276,147.24700971708427,110000.0,circle,1,3,0,0
36420x114240-11,E16-18_S12_a,36420,114240,412,412,6.023447592961033,1342.0,7.202661,44.93293591654247,63.71087928464978,83.01043219076007,100.0,0.0,0.0,11,0,0,92.51194864111783,166.6957357393721,110000.0,circle,1,3,0,0
36420x114260-11,E16-18_S12_a,36420,114260,396,396,5.983936280687191,1144.0,7.04316,45.45454545454545,63.286713286713294,82.86713286713287,100.0,0.0,0.0,11,0,0,97.1753225388429,186.14446176165993,110000.0,circle,1,3,0,0
36440x113860-11,E16-18_S12_a,36440,113860,376,376,5.932245187448011,1076.0,6.9819345,44.330855018587364,63.847583643122675,83.64312267657994,100.0,0.0,0.0,11,8,6,23.35657060662921,-207.49343258182188,110000.0,circle,5,6,0,2
36440x113880-11,E16-18_S12_a,36440,113880,422,422,6.0473721790462776,1344.0,7.2041492,43.601190476190474,63.095238095238095,81.39880952380952,100.0,0.0,0.0,11,8,6,28.019944504354285,-188.04470655953403,110000.0,circle,5,6,0,2
36440x113900-11,E16-18_S12_a,36440,113900,334,334,5.814130531825066,1040.0,6.947937,47.78846153846154,67.78846153846155,87.11538461538461,100.0,0.0,0.0,11,8,6,32.683318402079365,-168.5959805372462,110000.0,circle,5,6,0,2
36440x113920-11,E16-18_S12_a,36440,113920,382,382,5.948034989180646,1204.0,7.094235,46.34551495016611,65.86378737541528,84.88372093023256,100.0,0.0,0.0,11,8,6,37.34669229980444,-149.14725451495835,110000.0,circle,5,6,0,2
36440x113940-11,E16-18_S12_a,36440,113940,329,329,5.799092654460526,1176.0,7.070724,46.343537414965986,67.51700680272108,88.86054421768708,100.0,0.0,0.0,11,20,6,42.01006619752952,-129.69852849267053,110000.0,circle,5,6,11,2
36440x113960-11,E16-18_S12_a,36440,113960,322,322,5.777652323222656,892.0,6.7945867,46.0762331838565,65.69506726457399,86.32286995515696,100.0,0.0,0.0,11,20,6,46.67344009525459,-110.24980247038269,110000.0,circle,5,6,11,2
36440x113980-11,E16-18_S12_a,36440,113980,333,333,5.8111409929767,865.0,6.763885,44.16184971098266,64.04624277456648,84.6242774566474,100.0,0.0,0.0,11,6,4,51.33681399297967,-90.80107644809485,110000.0,circle,0,1,1,1
36440x114000-11,E16-18_S12_a,36440,114000,297,297,5.697093486505405,676.0,6.517671,43.49112426035503,63.165680473372774,85.6508875739645,100.0,0.0,0.0,11,6,4,56.00018789070475,-71.35235042580702,110000.0,circle,0,1,1,1
36440x114020-11,E16-18_S12_a,36440,114020,305,305,5.723585101952381,697.0,6.548219,43.32855093256815,62.98421807747489,84.93543758967002,100.0,0.0,0.0,11,6,4,60.663561788429824,-51.903624403519174,110000.0,circle,0,1,1,1
36440x114040-11,E16-18_S12_a,36440,114040,371,371,5.918893854273146,910.0,6.814543,41.42857142857143,60.10989010989011,81.20879120879121,100.0,0.0,0.0,11,6,4,65.3269356861549,-32.45489838123134,110000.0,circle,0,1,1,1
36440x114060-11,E16-18_S12_a,36440,114060,395,395,5.981414211254481,1095.0,6.9994226,41.82648401826484,61.369863013698634,82.1917808219178,100.0,0.0,0.0,11,6,4,69.99030958387998,-13.006172358943502,110000.0,circle,0,1,1,1
36440x114080-11,E16-18_S12_a,36440,114080,396,396,5.983936280687191,992.0,6.9007306,41.83467741935484,59.4758064516129,80.24193548387096,100.0,0.0,0.0,11,6,4,74.65368348160506,6.442553663344334,110000.0,circle,0,1,1,1
36440x114100-11,E16-18_S12_a,36440,114100,419,419,6.040254711277414,1201.0,7.091742,45.79517069109076,62.19816819317236,81.3488759367194,100.0,0.0,0.0,11,6,4,79.31705737933014,25.89127968563217,110000.0,circle,0,1,1,1
36440x114120-11,E16-18_S12_a,36440,114120,453,453,6.118097198041348,1320.0,7.1861444,43.86363636363637,60.53030303030303,78.86363636363637,100.0,0.0,0.0,11,6,4,83.98043127705522,45.34000570792001,110000.0,circle,0,1,1,1
36440x114140-11,E16-18_S12_a,36440,114140,422,422,6.0473721790462776,1212.0,7.100852,43.81188118811881,61.386138613861384,80.85808580858085,100.0,0.0,0.0,11,6,4,88.64380517478028,64.78873173020784,110000.0,circle,0,1,1,1
36440x114160-11,E16-18_S12_a,36440,114160,409,409,6.016157159698354,1161.0,7.057898,45.65030146425496,61.92937123169682,81.30921619293713,100.0,0.0,0.0,11,6,4,93.30717907250536,84.23745775249569,110000.0,circle,0,1,1,1
36440x114180-11,E16-18_S12_a,36440,114180,435,435,6.077642243349034,1325.0,7.1899223,44.528301886792455,62.33962264150943,80.67924528301886,100.0,0.0,0.0,11,6,4,97.97055297023044,103.68618377478352,110000.0,circle,0,1,1,1
36440x114200-11,E16-18_S12_a,36440,114200,382,382,5.948034989180646,1084.0,6.989335,42.89667896678967,61.53136531365314,82.56457564575645,100.0,0.0,0.0,11,6,4,102.63392686795552,123.13490979707136,110000.0,circle,0,1,1,1
36440x114220-11,E16-18_S12_a,36440,114220,418,418,6.037870919922137,1222.0,7.109062,42.88052373158756,60.63829787234043,80.03273322422258,100.0,0.0,0.0,11,0,0,107.2973007656806,142.5836358193592,110000.0,circle,1,3,0,0
36440x114240-11,E16-18_S12_a,36440,114240,396,396,5.983936280687191,1171.0,7.066467,43.9795046968403,63.27924850555081,83.09137489325363,100.0,0.0,0.0,11,0,0,111.96067466340567,162.03236184164703,110000.0,circle,1,3,0,0
36440x114260-11,E16-18_S12_a,36440,114260,398,398,5.988961416889864,1167.0,7.0630484,44.64438731790917,63.49614395886889,83.03341902313625,100.0,0.0,0.0,11,0,0,116.62404856113075,181.48108786393487,110000.0,circle,1,3,0,0
36460x113860-11,E16-18_S12_a,36460,113860,429,429,6.063785208687608,1269.0,7.1467724,43.65642237982664,61.30811662726556,80.1418439716312,100.0,0.0,0.0,11,0,6,42.805296628917056,-212.15680647954696,110000.0,circle,5,6,0,2
36460x113880-11,E16-18_S12_a,36460,113880,396,396,5.983936280687191,1187.0,7.0800266,44.987363100252736,63.184498736310026,82.81381634372367,100.0,0.0,0.0,11,8,6,47.46867052664213,-192.70808045725911,110000.0,circle,5,6,0,2
36460x113900-11,E16-18_S12_a,36460,113900,332,332,5.808142489980444,1064.0,6.9707303,47.274436090225564,67.10526315789474,87.59398496240601,100.0,0.0,0.0,11,8,6,52.13204442436721,-173.25935443497127,110000.0,circle,5,6,0,2
36460x113920-11,E16-18_S12_a,36460,113920,420,420,6.042632833682381,1377.0,7.2283883,45.09803921568628,63.834422657952075,81.98983297022512,100.0,0.0,0.0,11,8,6,56.79541832209228,-153.81062841268343,110000.0,circle,5,6,0,2
36460x113940-11,E16-18_S12_a,36460,113940,311,311,5.7430031878094825,1014.0,6.9226437,49.0138067061144,69.3293885601578,89.05325443786982,100.0,0.0,0.0,11,20,6,61.45879221981736,-134.3619023903956,110000.0,circle,5,6,11,2
36460x113960-11,E16-18_S12_a,36460,113960,289,289,5.66988092298052,871.0,6.7707896,52.9276693455798,72.44546498277842,89.78185993111366,100.0,0.0,0.0,11,20,6,66.12216611754243,-114.91317636810777,110000.0,circle,5,6,11,2
36460x113980-11,E16-18_S12_a,36460,113980,368,368,5.910796644040527,959.0,6.8669333,42.64859228362878,60.68821689259646,82.48175182481752,100.0,0.0,0.0,11,20,6,70.78554001526751,-95.46445034581993,110000.0,circle,5,6,11,2
36460x114000-11,E16-18_S12_a,36460,114000,300,300,5.707110264748875,652.0,6.481577,44.785276073619634,63.34355828220859,84.66257668711657,100.0,0.0,0.0,11,6,4,75.4489139129926,-76.0157243235321,110000.0,circle,0,1,1,1
36460x114020-11,E16-18_S12_a,36460,114020,318,318,5.765191102784844,740.0,6.6080008,43.648648648648646,62.972972972972975,84.05405405405405,100.0,0.0,0.0,11,6,4,80.11228781071767,-56.566998301244254,110000.0,circle,0,1,1,1
36460x114040-11,E16-18_S12_a,36460,114040,408,408,6.013715156042802,1090.0,6.99485,41.37614678899082,59.44954128440367,80.55045871559633,100.0,0.0,0.0,11,6,4,84.77566170844274,-37.11827227895642,110000.0,circle,0,1,1,1
36460x114060-11,E16-18_S12_a,36460,114060,334,334,5.814130531825066,822.0,6.7129564,43.18734793187348,62.40875912408759,83.69829683698296,100.0,0.0,0.0,11,6,4,89.43903560616782,-17.669546256668582,110000.0,circle,0,1,1,1
36460x114080-11,E16-18_S12_a,36460,114080,382,382,5.948034989180646,1048.0,6.9555926,41.412213740458014,59.637404580152676,81.77480916030534,100.0,0.0,0.0,11,6,4,94.1024095038929,1.779179765619254,110000.0,circle,0,1,1,1
36460x114100-11,E16-18_S12_a,36460,114100,467,467,6.148468295917647,1412.0,7.2534704,41.85552407932011,60.269121813031155,78.328611898017,100.0,0.0,0.0,11,6,4,98.76578340161798,21.22790578790709,110000.0,circle,0,1,1,1
36460x114120-11,E16-18_S12_a,36460,114120,414,414,6.028278520230698,1320.0,7.1861444,43.18181818181818,61.81818181818181,81.51515151515152,100.0,0.0,0.0,11,6,4,103.42915729934306,40.67663181019493,110000.0,circle,0,1,1,1
36460x114140-11,E16-18_S12_a,36460,114140,386,386,5.958424693029782,1131.0,7.031741,44.827586206896555,61.98054818744474,82.31653404067197,100.0,0.0,0.0,11,6,4,108.09253119706813,60.12535783248276,110000.0,circle,0,1,1,1
36460x114160-11,E16-18_S12_a,36460,114160,436,436,6.07993319509559,1297.0,7.16858,42.791056283731685,60.44718581341557,79.33693138010794,100.0,0.0,0.0,11,11,5,112.7559050947932,79.5740838547706,110000.0,circle,0,1,1,1
36460x114180-11,E16-18_S12_a,36460,114180,390,390,5.968707559985366,1206.0,7.0958934,44.69320066334992,64.51077943615256,83.99668325041459,100.0,0.0,0.0,11,6,4,117.41927899251829,99.02280987705844,110000.0,circle,0,1,1,1
36460x114200-11,E16-18_S12_a,36460,114200,364,364,5.8998973535824915,1133.0,7.0335064,46.954986760812,65.31332744924978,85.0838481906443,100.0,0.0,0.0,11,0,0,122.08265289024337,118.47153589934628,110000.0,circle,1,3,0,0
36460x114220-11,E16-18_S12_a,36460,114220,417,417,6.035481432524756,1209.0,7.098376,45.82299421009098,62.696443341604635,81.6377171215881,100.0,0.0,0.0,11,0,0,126.74602678796845,137.9202619216341,110000.0,circle,1,3,0,0
36460x114240-11,E16-18_S12_a,36460,114240,435,435,6.077642243349034,1210.0,7.0992017,40.743801652892564,58.760330578512395,79.0909090909091,100.0,0.0,0.0,11,0,0,131.40940068569353,157.36898794392195,110000.0,circle,1,3,0,0
36460x114260-11,E16-18_S12_a,36460,114260,409,409,6.016157159698354,1305.0,7.174724,45.900383141762454,63.524904214559385,82.60536398467433,100.0,0.0,0.0,11,0,0,136.0727745834186,176.8177139662098,110000.0,circle,1,3,0,0
36480x113860-11,E16-18_S12_a,36480,113860,422,422,6.0473721790462776,1288.0,7.161622,42.54658385093168,61.33540372670807,80.66770186335404,100.0,0.0,0.0,11,8,6,62.254022651204885,-216.82018037727204,110000.0,circle,5,6,0,2
36480x113880-11,E16-18_S12_a,36480,113880,405,405,6.0063531596017325,1365.0,7.219642,43.58974358974359,63.882783882783876,83.51648351648352,100.0,0.0,0.0,11,8,6,66.91739654892996,-197.3714543549842,110000.0,circle,5,6,0,2
36480x113900-11,E16-18_S12_a,36480,113900,342,342,5.83773044716594,1089.0,6.993933,47.750229568411385,68.77869605142332,86.9605142332415,100.0,0.0,0.0,11,8,6,71.58077044665504,-177.92272833269635,110000.0,circle,5,6,0,2
36480x113920-11,E16-18_S12_a,36480,113920,337,337,5.823045895483019,1037.0,6.945051,48.69816779170685,67.98457087753134,86.78881388621022,100.0,0.0,0.0,11,8,6,76.24414434438012,-158.4740023104085,110000.0,circle,5,6,0,2
36480x113940-11,E16-18_S12_a,36480,113940,359,359,5.886104031450156,1124.0,7.0255384,48.93238434163701,66.45907473309609,85.8540925266904,100.0,0.0,0.0,11,20,6,80.90751824210518,-139.02527628812066,110000.0,circle,5,6,11,2
36480x113960-11,E16-18_S12_a,36480,113960,288,288,5.666426688112432,876.0,6.776507,54.794520547945204,73.40182648401826,89.95433789954338,100.0,0.0,0.0,11,20,6,85.57089213983026,-119.57655026583284,110000.0,circle,5,6,11,2
